epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
60,27.0924,0.64304,1.13006,0.86909,0.90757,0.5469,0.69692,0.57161,0.62359,1.47392,0.85247,0.00020795,0.00020795,0.00020795
61,27.5203,0.62637,1.19192,0.86535,0.90757,0.5469,0.69692,0.57161,0.62359,1.47392,0.85247,0.000203,0.000203,0.000203
62,27.933,0.64149,1.19763,0.87634,0.92056,0.59146,0.70044,0.57986,0.61006,1.34035,0.84724,0.00019805,0.00019805,0.00019805
63,28.3457,0.68367,1.21408,0.85879,0.92056,0.59146,0.70044,0.57986,0.61006,1.34035,0.84724,0.0001931,0.0001931,0.0001931
64,28.7768,0.5493,1.16922,0.86542,0.91451,0.61905,0.70525,0.59806,0.58614,1.24044,0.84237,0.00018815,0.00018815,0.00018815
65,29.2935,0.6375,1.04596,0.83976,0.91451,0.61905,0.70525,0.59806,0.58614,1.24044,0.84237,0.0001832,0.0001832,0.0001832
66,29.7432,0.62777,1.01947,0.85559,0.94132,0.60833,0.70505,0.60799,0.56348,1.18239,0.83767,0.00017825,0.00017825,0.00017825
67,30.1555,0.63512,0.95496,0.83914,0.94132,0.60833,0.70505,0.60799,0.56348,1.18239,0.83767,0.0001733,0.0001733,0.0001733
68,30.6249,0.69469,1.12547,0.8523,0.94587,0.60227,0.70505,0.61417,0.55348,1.14429,0.83464,0.00016835,0.00016835,0.00016835
69,31.0441,0.62248,0.9835,0.85084,0.94587,0.60227,0.70505,0.61417,0.55348,1.14429,0.83464,0.0001634,0.0001634,0.0001634
70,31.5417,0.6231,0.89075,0.86424,0.95601,0.60649,0.70844,0.62859,0.53929,1.0822,0.83154,0.00015845,0.00015845,0.00015845
71,31.952,0.64553,1.14387,0.86809,0.95601,0.60649,0.70844,0.62859,0.53929,1.0822,0.83154,0.0001535,0.0001535,0.0001535
72,32.3951,0.59959,1.09147,0.86483,0.89201,0.69048,0.71686,0.6351,0.54941,1.07167,0.83325,0.00014855,0.00014855,0.00014855
73,32.8056,0.61757,0.9384,0.88297,0.89201,0.69048,0.71686,0.6351,0.54941,1.07167,0.83325,0.0001436,0.0001436,0.0001436
74,33.2268,0.66592,1.06097,0.87005,0.87813,0.69048,0.71855,0.6289,0.56391,1.08411,0.83597,0.00013865,0.00013865,0.00013865
75,33.654,0.59735,0.90591,0.85357,0.87813,0.69048,0.71855,0.6289,0.56391,1.08411,0.83597,0.0001337,0.0001337,0.0001337
76,34.1095,0.61292,0.88897,0.84378,0.91143,0.68298,0.74556,0.64737,0.57158,1.05991,0.83618,0.00012875,0.00012875,0.00012875
77,34.5745,0.61395,0.91601,0.88648,0.91143,0.68298,0.74556,0.64737,0.57158,1.05991,0.83618,0.0001238,0.0001238,0.0001238
78,35.0112,0.63023,0.89916,0.82588,0.93037,0.6772,0.75564,0.65185,0.56681,0.97145,0.8314,0.00011885,0.00011885,0.00011885
79,35.4133,0.61774,0.89175,0.82825,0.93037,0.6772,0.75564,0.65185,0.56681,0.97145,0.8314,0.0001139,0.0001139,0.0001139
80,35.8825,0.60532,1.00009,0.8622,0.78165,0.79461,0.80832,0.70264,0.56173,0.87354,0.82818,0.00010895,0.00010895,0.00010895
81,36.4035,0.61614,0.94155,0.85517,0.78165,0.79461,0.80832,0.70264,0.56173,0.87354,0.82818,0.000104,0.000104,0.000104
82,36.8522,0.59507,0.91397,0.85002,0.84982,0.7619,0.84009,0.73605,0.5667,0.79936,0.82551,9.905e-05,9.905e-05,9.905e-05
83,37.4074,0.65995,0.90613,0.85337,0.84982,0.7619,0.84009,0.73605,0.5667,0.79936,0.82551,9.41e-05,9.41e-05,9.41e-05
84,37.8395,0.59492,0.91535,0.82777,0.79043,0.79762,0.84095,0.7359,0.56167,0.74163,0.82369,8.915e-05,8.915e-05,8.915e-05
85,38.3355,0.58927,0.89458,0.85043,0.79043,0.79762,0.84095,0.7359,0.56167,0.74163,0.82369,8.42e-05,8.42e-05,8.42e-05
86,38.7445,0.63058,1.09646,0.85976,0.80529,0.79762,0.84208,0.73779,0.55154,0.70461,0.82206,7.925e-05,7.925e-05,7.925e-05
87,39.1594,0.60618,0.8214,0.8598,0.80529,0.79762,0.84208,0.73779,0.55154,0.70461,0.82206,7.43e-05,7.43e-05,7.43e-05
88,39.5891,0.56738,0.84819,0.85276,0.81524,0.79762,0.85006,0.75029,0.54212,0.68134,0.82019,6.935e-05,6.935e-05,6.935e-05
89,40.013,0.58142,0.82711,0.87321,0.81524,0.79762,0.85006,0.75029,0.54212,0.68134,0.82019,6.44e-05,6.44e-05,6.44e-05
90,40.507,0.59379,0.8579,0.87613,0.82455,0.79762,0.8548,0.75301,0.5389,0.66133,0.82057,5.945e-05,5.945e-05,5.945e-05
91,43.475,0.6346,1.41217,0.90396,0.82455,0.79762,0.8548,0.75301,0.5389,0.66133,0.82057,5.45e-05,5.45e-05,5.45e-05
92,43.95,0.71265,1.53189,0.88725,0.85177,0.82143,0.87254,0.76648,0.53919,0.62965,0.82118,4.955e-05,4.955e-05,4.955e-05
93,44.3943,0.68925,1.16254,0.91695,0.85177,0.82143,0.87254,0.76648,0.53919,0.62965,0.82118,4.46e-05,4.46e-05,4.46e-05
94,44.8163,0.63025,1.21481,0.86835,0.83269,0.82143,0.91992,0.80684,0.54427,0.61959,0.82145,3.965e-05,3.965e-05,3.965e-05
95,45.2788,0.6937,1.34644,0.85633,0.83269,0.82143,0.91992,0.80684,0.54427,0.61959,0.82145,3.47e-05,3.47e-05,3.47e-05
96,45.6939,0.65443,1.11124,0.87447,0.76313,0.8373,0.93183,0.81321,0.54756,0.61669,0.82162,2.975e-05,2.975e-05,2.975e-05
97,46.1308,0.63691,1.19777,0.88572,0.76313,0.8373,0.93183,0.81321,0.54756,0.61669,0.82162,2.48e-05,2.48e-05,2.48e-05
98,46.6237,0.67505,1.56102,0.89743,0.93371,0.77425,0.93183,0.80898,0.5493,0.60823,0.82182,1.985e-05,1.985e-05,1.985e-05
99,47.0493,0.71271,1.17695,0.86879,0.93371,0.77425,0.93183,0.80898,0.5493,0.60823,0.82182,1.49e-05,1.49e-05,1.49e-05
100,47.481,0.65564,1.36417,0.88958,0.93601,0.77748,0.93183,0.80822,0.54791,0.59962,0.82183,9.95e-06,9.95e-06,9.95e-06
