epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,45.0456,1.37869,5.35599,1.03833,0,0,0,0,1.15507,5.30109,0.95741,4.97648e-05,4.97648e-05,4.97648e-05
44,46.0606,1.35227,5.27631,1.01832,0,0,0,0,1.1138,5.23504,0.93792,5.04706e-05,5.04706e-05,5.04706e-05
45,47.0375,1.38487,5.29789,1.02439,0,0,0,0,1.1138,5.23504,0.93792,5.11551e-05,5.11551e-05,5.11551e-05
46,48.0683,1.34468,5.3163,0.99899,0,0,0,0,1.08617,5.17253,0.92276,5.18181e-05,5.18181e-05,5.18181e-05
47,49.0694,1.26265,5.18315,1.00097,0,0,0,0,1.08617,5.17253,0.92276,5.24598e-05,5.24598e-05,5.24598e-05
48,50.0809,1.24332,5.19483,1.00411,0,0,0,0,1.06199,5.09155,0.90737,5.30801e-05,5.30801e-05,5.30801e-05
49,51.1117,1.24243,5.23142,0.9727,0,0,0,0,1.06199,5.09155,0.90737,5.3679e-05,5.3679e-05,5.3679e-05
50,52.1448,1.2078,5.17786,0.97844,0.00241,0.00241,0.00156,0.00078,1.04618,5.02077,0.89854,5.42566e-05,5.42566e-05,5.42566e-05
51,53.1429,1.14841,5.18806,0.96343,0.00241,0.00241,0.00156,0.00078,1.04618,5.02077,0.89854,5.427e-05,5.427e-05,5.427e-05
52,54.1851,1.13431,5.11936,0.96884,0.01406,0.01365,0.01027,0.0079,1.02873,4.94303,0.89244,5.37354e-05,5.37354e-05,5.37354e-05
53,55.2049,1.18365,5.1129,0.96869,0.01406,0.01365,0.01027,0.0079,1.02873,4.94303,0.89244,5.32008e-05,5.32008e-05,5.32008e-05
54,56.2756,1.15612,5.07741,0.95761,0.00682,0.02651,0.0097,0.00724,1.01342,4.83797,0.88904,5.26662e-05,5.26662e-05,5.26662e-05
55,57.2803,1.14201,5.0823,0.94611,0.00682,0.02651,0.0097,0.00724,1.01342,4.83797,0.88904,5.21316e-05,5.21316e-05,5.21316e-05
56,58.3233,1.2044,5.19753,0.96291,0.01054,0.04157,0.01337,0.01028,0.99406,4.74261,0.88796,5.1597e-05,5.1597e-05,5.1597e-05
57,59.3398,1.12254,5.10416,0.94789,0.01054,0.04157,0.01337,0.01028,0.99406,4.74261,0.88796,5.10624e-05,5.10624e-05,5.10624e-05
58,60.3827,1.14424,5.07847,0.93988,0.02793,0.08052,0.02727,0.02236,0.97165,4.65332,0.88241,5.05278e-05,5.05278e-05,5.05278e-05
59,61.4011,1.10097,4.99444,0.94465,0.02793,0.08052,0.02727,0.02236,0.97165,4.65332,0.88241,4.99932e-05,4.99932e-05,4.99932e-05
60,62.4665,1.07121,4.99994,0.95378,0.01342,0.11767,0.0223,0.01769,0.94276,4.55852,0.88156,4.94586e-05,4.94586e-05,4.94586e-05
61,63.4752,1.06127,4.96509,0.93999,0.01342,0.11767,0.0223,0.01769,0.94276,4.55852,0.88156,4.8924e-05,4.8924e-05,4.8924e-05
62,64.5512,1.01823,5.01867,0.92992,0.01453,0.17329,0.02637,0.0208,0.91874,4.47871,0.88149,4.83894e-05,4.83894e-05,4.83894e-05
63,65.6323,1.05771,4.96494,0.92687,0.01453,0.17329,0.02637,0.0208,0.91874,4.47871,0.88149,4.78548e-05,4.78548e-05,4.78548e-05
64,66.7903,1.078,4.97792,0.93872,0.01095,0.24237,0.02843,0.02257,0.90043,4.40953,0.88053,4.73202e-05,4.73202e-05,4.73202e-05
65,67.8466,1.05432,4.93247,0.92507,0.01095,0.24237,0.02843,0.02257,0.90043,4.40953,0.88053,4.67856e-05,4.67856e-05,4.67856e-05
66,68.951,1.05195,4.91049,0.93874,0.01117,0.28936,0.03032,0.02415,0.88469,4.34436,0.8791,4.6251e-05,4.6251e-05,4.6251e-05
67,69.9889,0.99939,4.82374,0.91374,0.01117,0.28936,0.03032,0.02415,0.88469,4.34436,0.8791,4.57164e-05,4.57164e-05,4.57164e-05
68,71.0622,1.05678,4.91379,0.93996,0.01352,0.31867,0.03666,0.02951,0.86941,4.29214,0.87861,4.51818e-05,4.51818e-05,4.51818e-05
69,72.1188,1.03224,4.85247,0.91595,0.01352,0.31867,0.03666,0.02951,0.86941,4.29214,0.87861,4.46472e-05,4.46472e-05,4.46472e-05
70,73.2183,0.98922,4.80452,0.92176,0.01325,0.32401,0.03995,0.03223,0.8535,4.23799,0.87868,4.41126e-05,4.41126e-05,4.41126e-05
71,74.2709,0.97793,4.77592,0.91398,0.01325,0.32401,0.03995,0.03223,0.8535,4.23799,0.87868,4.3578e-05,4.3578e-05,4.3578e-05
72,75.3555,1.0237,4.87536,0.92252,0.01126,0.32613,0.03957,0.03242,0.8399,4.19764,0.87865,4.30434e-05,4.30434e-05,4.30434e-05
73,76.4056,0.97706,4.73326,0.90305,0.01126,0.32613,0.03957,0.03242,0.8399,4.19764,0.87865,4.25088e-05,4.25088e-05,4.25088e-05
74,77.5134,0.977,4.85261,0.90014,0.0104,0.31529,0.0391,0.0322,0.83134,4.1612,0.87896,4.19742e-05,4.19742e-05,4.19742e-05
75,78.5554,1.0004,4.73222,0.92599,0.0104,0.31529,0.0391,0.0322,0.83134,4.1612,0.87896,4.14396e-05,4.14396e-05,4.14396e-05
76,79.6094,0.92803,4.76138,0.91103,0.01044,0.30407,0.03901,0.03214,0.82019,4.13325,0.87905,4.0905e-05,4.0905e-05,4.0905e-05
77,80.6738,0.99631,4.78719,0.89765,0.01044,0.30407,0.03901,0.03214,0.82019,4.13325,0.87905,4.03704e-05,4.03704e-05,4.03704e-05
78,81.7235,0.95208,4.73372,0.89695,0.0111,0.30218,0.04037,0.03359,0.81286,4.1061,0.88,3.98358e-05,3.98358e-05,3.98358e-05
79,82.7909,1.06029,4.85767,0.89643,0.0111,0.30218,0.04037,0.03359,0.81286,4.1061,0.88,3.93012e-05,3.93012e-05,3.93012e-05
80,83.8943,0.96687,4.72968,0.91906,0.01092,0.307,0.04076,0.03415,0.80347,4.08412,0.88024,3.87666e-05,3.87666e-05,3.87666e-05
81,84.9523,0.94427,4.71204,0.90413,0.01092,0.307,0.04076,0.03415,0.80347,4.08412,0.88024,3.8232e-05,3.8232e-05,3.8232e-05
82,86.0762,0.98069,4.75181,0.90048,0.01054,0.30812,0.04185,0.03504,0.80516,4.06616,0.88165,3.76974e-05,3.76974e-05,3.76974e-05
83,87.1552,0.90647,4.62907,0.90299,0.01054,0.30812,0.04185,0.03504,0.80516,4.06616,0.88165,3.71628e-05,3.71628e-05,3.71628e-05
84,88.2682,0.96415,4.70308,0.89786,0.01017,0.30382,0.04235,0.03501,0.8116,4.04922,0.88402,3.66282e-05,3.66282e-05,3.66282e-05
85,89.3098,0.91695,4.70437,0.90151,0.01017,0.30382,0.04235,0.03501,0.8116,4.04922,0.88402,3.60936e-05,3.60936e-05,3.60936e-05
86,90.3908,1.0073,4.72298,0.89376,0.01045,0.30622,0.04513,0.03733,0.8043,4.03316,0.88371,3.5559e-05,3.5559e-05,3.5559e-05
87,91.4469,0.91732,4.62316,0.89341,0.01045,0.30622,0.04513,0.03733,0.8043,4.03316,0.88371,3.50244e-05,3.50244e-05,3.50244e-05
88,92.531,0.95887,4.69178,0.90266,0.35961,0.12645,0.04735,0.03946,0.78654,4.01464,0.8826,3.44898e-05,3.44898e-05,3.44898e-05
89,93.5761,0.88655,4.55354,0.89273,0.35961,0.12645,0.04735,0.03946,0.78654,4.01464,0.8826,3.39552e-05,3.39552e-05,3.39552e-05
90,94.667,0.90457,4.57242,0.89347,0.48973,0.10505,0.04928,0.04082,0.76465,4.00104,0.88055,3.34206e-05,3.34206e-05,3.34206e-05
91,95.7344,0.96052,4.7264,0.88163,0.48973,0.10505,0.04928,0.04082,0.76465,4.00104,0.88055,3.2886e-05,3.2886e-05,3.2886e-05
92,96.808,0.90766,4.64267,0.88788,0.55083,0.08194,0.05127,0.04287,0.75163,3.9899,0.87882,3.23514e-05,3.23514e-05,3.23514e-05
93,97.8742,0.89818,4.58718,0.87994,0.55083,0.08194,0.05127,0.04287,0.75163,3.9899,0.87882,3.18168e-05,3.18168e-05,3.18168e-05
94,98.9661,0.88994,4.57201,0.88145,0.60259,0.07212,0.05234,0.04378,0.75204,3.98111,0.87902,3.12822e-05,3.12822e-05,3.12822e-05
95,100.013,0.85052,4.56864,0.88704,0.60259,0.07212,0.05234,0.04378,0.75204,3.98111,0.87902,3.07476e-05,3.07476e-05,3.07476e-05
96,101.101,0.9313,4.58704,0.90374,0.59181,0.06971,0.05254,0.04341,0.76634,3.97984,0.88209,3.0213e-05,3.0213e-05,3.0213e-05
97,102.143,0.85991,4.48006,0.89217,0.59181,0.06971,0.05254,0.04341,0.76634,3.97984,0.88209,2.96784e-05,2.96784e-05,2.96784e-05
98,103.239,0.8351,4.50918,0.87244,0.62786,0.07134,0.05423,0.04427,0.77725,3.97793,0.8827,2.91438e-05,2.91438e-05,2.91438e-05
99,104.313,0.91193,4.56397,0.89665,0.62786,0.07134,0.05423,0.04427,0.77725,3.97793,0.8827,2.86092e-05,2.86092e-05,2.86092e-05
100,105.401,0.91512,4.61604,0.88584,0.61783,0.07586,0.05656,0.04626,0.79141,3.97353,0.88337,2.80746e-05,2.80746e-05,2.80746e-05
101,106.495,0.87603,4.57427,0.88637,0.61783,0.07586,0.05656,0.04626,0.79141,3.97353,0.88337,2.754e-05,2.754e-05,2.754e-05
102,107.613,0.91828,4.58232,0.91153,0.62928,0.07677,0.06546,0.05302,0.80528,3.97178,0.88412,2.70054e-05,2.70054e-05,2.70054e-05
103,108.675,0.84782,4.53414,0.88078,0.62928,0.07677,0.06546,0.05302,0.80528,3.97178,0.88412,2.64708e-05,2.64708e-05,2.64708e-05
104,109.77,0.90128,4.5628,0.88683,0.63981,0.07738,0.06203,0.04961,0.80758,3.96977,0.88422,2.59362e-05,2.59362e-05,2.59362e-05
105,110.848,0.83102,4.37403,0.88239,0.63981,0.07738,0.06203,0.04961,0.80758,3.96977,0.88422,2.54016e-05,2.54016e-05,2.54016e-05
106,111.929,0.85498,4.37605,0.90133,0.65394,0.07747,0.06422,0.05119,0.79274,3.9591,0.88208,2.4867e-05,2.4867e-05,2.4867e-05
107,112.979,0.86468,4.51724,0.87348,0.65394,0.07747,0.06422,0.05119,0.79274,3.9591,0.88208,2.43324e-05,2.43324e-05,2.43324e-05
108,114.035,0.85647,4.51753,0.8801,0.65356,0.07538,0.06681,0.05339,0.76795,3.94501,0.87968,2.37978e-05,2.37978e-05,2.37978e-05
109,115.088,0.8256,4.53098,0.8781,0.65356,0.07538,0.06681,0.05339,0.76795,3.94501,0.87968,2.32632e-05,2.32632e-05,2.32632e-05
110,116.186,0.88857,4.55208,0.86758,0.6556,0.07546,0.06943,0.05603,0.74971,3.93355,0.87742,2.27286e-05,2.27286e-05,2.27286e-05
111,117.283,0.87783,4.60591,0.87333,0.6556,0.07546,0.06943,0.05603,0.74971,3.93355,0.87742,2.2194e-05,2.2194e-05,2.2194e-05
112,118.389,0.89514,4.50067,0.88061,0.65633,0.07758,0.07075,0.05721,0.74128,3.92535,0.87661,2.16594e-05,2.16594e-05,2.16594e-05
113,119.446,0.8152,4.4756,0.86644,0.65633,0.07758,0.07075,0.05721,0.74128,3.92535,0.87661,2.11248e-05,2.11248e-05,2.11248e-05
114,120.559,0.8283,4.39649,0.90127,0.65562,0.07777,0.07156,0.05804,0.73298,3.9151,0.87553,2.05902e-05,2.05902e-05,2.05902e-05
115,121.68,0.88359,4.43341,0.888,0.65562,0.07777,0.07156,0.05804,0.73298,3.9151,0.87553,2.00556e-05,2.00556e-05,2.00556e-05
116,122.801,0.81669,4.39039,0.86314,0.66895,0.07792,0.07255,0.05891,0.71741,3.90848,0.87385,1.9521e-05,1.9521e-05,1.9521e-05
117,123.863,0.81144,4.41664,0.87313,0.66895,0.07792,0.07255,0.05891,0.71741,3.90848,0.87385,1.89864e-05,1.89864e-05,1.89864e-05
118,124.967,0.828,4.43439,0.90137,0.68298,0.07359,0.07868,0.06422,0.70591,3.90865,0.87288,1.84518e-05,1.84518e-05,1.84518e-05
119,126.042,0.79906,4.42289,0.87348,0.68298,0.07359,0.07868,0.06422,0.70591,3.90865,0.87288,1.79172e-05,1.79172e-05,1.79172e-05
120,127.165,0.83262,4.39555,0.86577,0.67295,0.07355,0.08092,0.06637,0.69785,3.90389,0.87177,1.73826e-05,1.73826e-05,1.73826e-05
121,128.249,0.8199,4.34508,0.87166,0.67295,0.07355,0.08092,0.06637,0.69785,3.90389,0.87177,1.6848e-05,1.6848e-05,1.6848e-05
122,129.35,0.80411,4.32666,0.87945,0.67269,0.07803,0.08252,0.06745,0.69257,3.89741,0.87018,1.63134e-05,1.63134e-05,1.63134e-05
123,130.445,0.85424,4.46154,0.86332,0.67269,0.07803,0.08252,0.06745,0.69257,3.89741,0.87018,1.57788e-05,1.57788e-05,1.57788e-05
124,131.544,0.8841,4.35534,0.87605,0.65861,0.07803,0.08306,0.06876,0.69033,3.88922,0.86936,1.52442e-05,1.52442e-05,1.52442e-05
125,132.638,0.84278,4.40587,0.87347,0.65861,0.07803,0.08306,0.06876,0.69033,3.88922,0.86936,1.47096e-05,1.47096e-05,1.47096e-05
126,133.729,0.79852,4.40879,0.87223,0.62983,0.08604,0.0829,0.06859,0.68842,3.8857,0.86896,1.4175e-05,1.4175e-05,1.4175e-05
127,134.783,0.84064,4.47941,0.8637,0.62983,0.08604,0.0829,0.06859,0.68842,3.8857,0.86896,1.36404e-05,1.36404e-05,1.36404e-05
128,135.882,0.84495,4.33939,0.87944,0.64213,0.08523,0.08324,0.06863,0.68856,3.88336,0.86873,1.31058e-05,1.31058e-05,1.31058e-05
129,136.944,0.79848,4.30135,0.87633,0.64213,0.08523,0.08324,0.06863,0.68856,3.88336,0.86873,1.25712e-05,1.25712e-05,1.25712e-05
130,138.056,0.80418,4.42955,0.86655,0.63083,0.08678,0.08258,0.06814,0.68713,3.87852,0.86852,1.20366e-05,1.20366e-05,1.20366e-05
131,139.172,0.84229,4.36599,0.86638,0.63083,0.08678,0.08258,0.06814,0.68713,3.87852,0.86852,1.1502e-05,1.1502e-05,1.1502e-05
132,140.29,0.89038,4.52002,0.87092,0.64181,0.08919,0.08318,0.06927,0.68329,3.87097,0.86735,1.09674e-05,1.09674e-05,1.09674e-05
133,141.375,0.81742,4.34655,0.89676,0.64181,0.08919,0.08318,0.06927,0.68329,3.87097,0.86735,1.04328e-05,1.04328e-05,1.04328e-05
134,142.504,0.84638,4.4067,0.88429,0.64225,0.08678,0.08546,0.07074,0.68187,3.86681,0.86692,9.8982e-06,9.8982e-06,9.8982e-06
135,143.601,0.81379,4.3941,0.87555,0.64225,0.08678,0.08546,0.07074,0.68187,3.86681,0.86692,9.3636e-06,9.3636e-06,9.3636e-06
136,144.718,0.7996,4.37101,0.88082,0.64251,0.08572,0.08401,0.06964,0.677,3.86803,0.86642,8.829e-06,8.829e-06,8.829e-06
137,145.773,0.74463,4.28194,0.87844,0.64251,0.08572,0.08401,0.06964,0.677,3.86803,0.86642,8.2944e-06,8.2944e-06,8.2944e-06
138,146.854,0.85369,4.34999,0.89165,0.64215,0.086,0.0886,0.07385,0.67385,3.86721,0.86592,7.7598e-06,7.7598e-06,7.7598e-06
139,147.967,0.79831,4.40003,0.87611,0.64215,0.086,0.0886,0.07385,0.67385,3.86721,0.86592,7.2252e-06,7.2252e-06,7.2252e-06
140,149.083,0.83424,4.40087,0.8769,0.64134,0.08496,0.08876,0.07429,0.66809,3.86094,0.86554,6.6906e-06,6.6906e-06,6.6906e-06
141,158.066,0.9231,4.16053,0.90139,0.64134,0.08496,0.08876,0.07429,0.66809,3.86094,0.86554,6.156e-06,6.156e-06,6.156e-06
142,159.203,0.89639,4.16159,0.89104,0.63012,0.09789,0.08872,0.07363,0.67231,3.8395,0.86509,5.6214e-06,5.6214e-06,5.6214e-06
143,160.265,0.9411,4.1915,0.89902,0.63012,0.09789,0.08872,0.07363,0.67231,3.8395,0.86509,5.0868e-06,5.0868e-06,5.0868e-06
144,161.337,0.95157,4.1801,0.91243,0.64374,0.0883,0.0956,0.07962,0.68384,3.81351,0.86559,4.5522e-06,4.5522e-06,4.5522e-06
145,162.387,1.02056,4.25663,0.90376,0.64374,0.0883,0.0956,0.07962,0.68384,3.81351,0.86559,4.0176e-06,4.0176e-06,4.0176e-06
146,163.478,0.98547,4.15349,0.86966,0.60709,0.10375,0.1023,0.08553,0.68994,3.79561,0.86596,3.483e-06,3.483e-06,3.483e-06
147,164.555,0.93788,4.1926,0.91921,0.60709,0.10375,0.1023,0.08553,0.68994,3.79561,0.86596,2.9484e-06,2.9484e-06,2.9484e-06
148,165.665,0.89885,4.1152,0.9056,0.61812,0.09802,0.10286,0.08532,0.70257,3.78117,0.86725,2.4138e-06,2.4138e-06,2.4138e-06
149,166.696,0.88332,4.13811,0.90562,0.61812,0.09802,0.10286,0.08532,0.70257,3.78117,0.86725,1.8792e-06,1.8792e-06,1.8792e-06
150,167.735,0.9026,4.13326,0.89858,0.61786,0.10198,0.10239,0.08472,0.71712,3.7748,0.86865,1.3446e-06,1.3446e-06,1.3446e-06
